"Name","Disc. Date","mmax","Host Name","R.A.","Dec.","Type","Phot.","Spec.","Radio","X-ray"
"SN2008hk","2008/11/06","16.7","SDSS J091243.63+095548.3","09:12:43.63","+09:55:47.9,+09:55:47.89","Ia","1","1","",""
"SN2008hq","2008/11/22","18.8","UGC 3963","07:41:31.41","+51:41:17.4,+51:41:17.41","Ia","1","1","",""
"SN2008hr","2008/11/23","18.3","2MASX J09185174+1857294","09:18:52.44,09:18:52.42","+18:57:20.4,+18:57:20.81","Ia","1","1","",""
"SN2008hu","2008/12/01","18.3","ESO 561-G18","08:09:14.76","-18:39:13.1,-18:39:13.10","Ia","1","5","",""
"SN2008hz","2008/11/26","18.2","SKHV 220","00:43:18.62,00:43:18.65","+42:10:14.2,+42:10:14.20,+42:10:14.3","Ia","1","1","",""
"SN2008r3","2008/07/12","16","Coma Cluster","12:56:42.68","+27:30:40.6","Ia","1","2","",""
"SN2008s3","2008/08/25","18.1","2MASX J23004648+0734590","23:00:46.490,23:00:47.49","+07:34:58.61,+07:34:42.0","Ia","1","1","",""
"SN2008s4","2008/08/25","18.6","IC 144","01:37:40.80","-13:18:43.7","Ia","1","1","",""
"SN2008s5","2008/09/09","18","","22:01:49.07","+13:03:19.1","Ia-99aa","1","3","",""
"SN2008s8","2008/09/20","18.1","","02:20:33.93","+04:27:16.8","Ia","1","2","",""
"SN2009aa","2009/02/03","16.4","ESO 570-G20","11:23:42.28","-22:16:14.5,-22:16:14.48","Ia","1","16","",""
"SN2009ab","2009/02/08","15","UGC 2998","04:16:36.39","+02:45:51.0,+02:45:51.01","Ia","1","9","",""
"SN2009ag","2009/02/18","15.9","ESO 492-G2","07:11:40.81","-26:41:06.3,-26:41:06.29","Ia","1","7","",""
"SN2009av","2009/03/02","16.8","A142355+3511","14:23:55.82,14:23:55.92","+35:11:05.2,+35:11:05.28,+35:11:05.21","Ia","1","1","",""
"SN2009bd","2009/03/17","20","A091434+5110","09:14:34.16,09:14:34.08","+51:10:29.7,+51:10:29.64,+51:10:29.60","Ia","1","1","",""
"SN2009bf","2009/03/17","17.8","A120651+2657","12:06:51.67,12:06:51.6,12:06:51.66","+26:57:36.6,+26:57:36.72,+26:57:36.61,+26:57:36.7","Ia","1","1","",""
"SN2009bg","2009/03/17","19.2","A132710+3130","13:27:10.50,13:27:10.56","+31:30:32.5,+31:30:32.4,+31:30:32.51","Ia","1","1","",""
"SN2009co","2009/03/21","19.2","A122435+4714","12:24:35.31,12:24:35.28","+47:14:16.8,+47:14:16.80","Ia","1","1","",""
"SN2009ev","2009/05/27","14.2","NGC 5026","13:14:17.58","-42:58:48.8,-42:58:48.79","Ia","1","1","",""
"SN2009lg","2009/11/10","18","A233849+2815","23:38:49.93,23:38:49.90,23:38:49.92,23:38:49.63","+28:15:54.2,+28:15:53.8,+28:15:53.64,+28:16:13.8,+28:15:54.22","Ia","1","1","",""
"SN2009ly","2009/11/06","19","A004113-0909","00:41:12.70,00:41:12.91","-09:08:53.0,-09:09:00.4,-09:08:53.02","Ia","1","1","",""
"SN2009mz","2009/12/26","14.7","NGC 5426","14:03:24.64","-06:03:31.3,-06:03:31.28","Ia","1","1","",""
"SNF20080623-001","2008/06/23","18.5","","18:11:39.94","+50:10:51.5","Ia","1","2","",""
"SNF20080720-001","2008/07/20","16.6","","01:05:27.20","+37:51:11.0","Ia","1","4","",""
"SNF20080723-012","2008/07/23","18.9","","16:16:03.26","+03:03:17.4","Ia","1","3","",""
"ASASSN-14ba","2014/05/19","16.6","SDSS J102131.91+082419.8","10:21:31.900,10:21:31.90,10:21:31.68,10:21:31.9","+08:24:21.12,+08:24:21.1,+08:24:18.648","Ia Pec","1","1","",""
"ASASSN-14dz","2014/07/13","15.7","MRK 842","15:05:54.522,15:05:54.52,15:05:54.48","+12:44:43.33,+12:44:43.3,+12:44:43.44","Ia","1","1","",""
"ASASSN-14ew","2014/08/04","15.2","2MASX J20220000-5147474","20:22:00.88,20:22:00.72","-51:47:46.5,-51:47:44.88","Ia","1","1","",""
"ASASSN-14fo","2014/08/15","15.5","GALEXASC J203406.21-015759.2","20:34:06.432,20:34:06.43,20:34:06.48","-01:58:03.59,-01:58:03.6,-01:58:03.576","Ia","1","1","",""
"ASASSN-14hr","2014/09/25","16.5","2MASX J01504127-1431032","01:50:41.230,01:50:41.23,01:50:41.232","-14:31:04.75,-14:31:04.8","Ia","1","1","",""
"ASASSN-14hu","2014/09/27","15.6","ESO 58-G12","06:43:26.92,06:43:26.88","-69:38:14.7,-69:38:14.28","Ia","1","10","",""
"ASASSN-14ig","2014/09/21","16.7","ESO 113-G32","01:16:04.95,01:16:04.944","-61:37:16.6,-61:37:16.7,-61:37:15.96","Ia","1","1","",""
"ASASSN-14ih","2014/09/19","16.6","PGC 69190","22:34:29.81,22:34:29.76","-24:39:52.4,-24:39:52.2","Ia","1","1","",""
"ASASSN-14ii","2014/09/22","16.6","2dFGRS S588Z294","22:16:40.78,22:16:40.8","-36:09:39.9,-36:09:39.96","Ia","1","1","",""
"ASASSN-14jc","2014/10/19","15.4","2MASX J07353554-6246099","07:35:35.288,07:35:35.29,07:35:35.28","-62:46:12.64,-62:46:12.6,-62:46:12.72","Ia","1","4","",""
"ASASSN-14jg","2014/10/21","14.5","PGC 128348","23:33:13.90,23:33:13.92","-60:34:11.5,-60:34:12.36","Ia","1","1","",""
"ASASSN-14kq","2014/11/23","16.6","2MASX J23451480-2947009","23:45:15.51,23:45:15.6","-29:47:01.1,-29:47:00.96","Ia","1","1","",""
"ASASSN-14lt","2014/12/10","15.3","IC 299","03:11:02.540,03:11:02.54,03:11:02.544","-13:06:38.76,-13:06:38.8,-13:06:38.88","Ia","1","2","",""
"ASASSN-14mu","2014/12/29","15.6","KUG 0923+457","09:26:17.250,09:26:17.25,09:26:17.28","+45:29:25.20,+45:29:25.2,+45:29:25.08","Ia","1","1","",""
"CSS110701:014551+143502","2011/07/01","17.9","","01:45:50.50,01:45:50.52","+14:35:00.0,+14:35:01.9","Ia","1","1","",""
"CSS120413:132702-014513","2012/04/13","17.7","","13:27:02.04","-01:45:12.7","Ia Pec","1","1","",""
"CSS120415:110518-083453","2012/04/15","18.1","","11:05:18.02,11:05:17.94","-08:34:53.0,-08:34:52.97","Ia","1","1","",""
"CSS120415:170824+030104","2012/04/15","18.4","","17:08:24.35","+03:01:03.5,+03:01:03.50","Ia","1","1","",""
"CSS120416:091631+075020","2012/04/16","19","","09:16:30.57","+07:50:20.2","Ia","1","1","",""
"CSS120418:113531+054254","2012/04/18","18.6","","11:35:31.02","+05:42:54.1","Ia","1","1","",""
"CSS120418:125049+222228","2012/04/18","18.1","","12:50:48.51","+22:22:28.3","Ia","1","1","",""
"CSS120419:143825+175814","2012/04/19","20","","14:38:25.29","+17:58:14.0,+17:58:14.1","Ia Pec","1","3","",""
"CSS120424:151613-095504","2012/04/24","19.4","","15:16:13.05","-09:55:03.9","Ia","1","1","",""
"CSS121005:212556+122328","2012/10/05","17.3","","21:25:55.86","+12:23:27.8","Ia","1","1","",""
"CSS121006:015926+014412","2012/10/06","17.7","","01:59:25.99","+01:44:11.8","Ia","1","1","",""
"CSS121008:014245+213928","2012/10/08","16.6","","01:42:44.76","+21:39:28.4","Ia","1","3","",""
"CSS130214:110748+243938","2013/02/14","18.8","","11:07:48.0,11:07:47.78","+24:39:38,+24:39:38.4","Ia","1","1","",""
"CSS130303:105206-133424","2013/03/03","18.7","","10:52:06.06","-13:34:24.7","Ia","1","1","",""
"CSS130307:134411+030344","2013/03/07","18.9","","13:44:10.80,13:44:10.79","+03:03:44.2","Ia","1","1","",""
"CSS130401:125031+090817","2013/04/01","19.3","","12:50:31.40","+09:08:16.9","Ia","1","1","",""
"CSS130421:145636+174410","2013/04/10","17","","14:56:35.87,14:56:35.83","+17:44:12.6,+17:44:10.5","Ia","1","1","",""
"CSS130828:223849-251246","2013/08/28","18","","22:38:48.96","-25:12:46.2","Ia","1","1","",""
"CSS130930:013836-192936","2013/09/26","18.7","","01:38:36.50,01:38:36.49","-19:29:35.7","Ia","1","1","",""
"CSS131031:095508+064831","2013/10/31","18.7","","09:55:08.22","+06:48:31.4","Ia","1","5","",""
"CSS131110:092949+152714","2013/11/10","18.8","","09:29:48.79","+15:27:14.2","Ia","1","1","",""
"CSS131211:084339+161038","2013/12/11","18.3","","08:43:39.30","+16:10:38.1,+16:10:38.0","Ia","1","1","",""
"CSS131224:020446-000718","2013/12/24","18.6","","02:04:46.41","-00:07:18.4","Ia","1","1","",""
"CSS131225:030144-092044","2013/12/25","17.4","","03:01:44.32","-09:20:43.5","Ia","1","1","",""
"CSS131225:052305-080228","2013/12/25","18.3","","05:23:04.94","-08:02:27.7","Ia","1","1","",""
"CSS140103:082332+283814","2014/01/03","19","","08:23:32.10,08:23:32.11","+28:38:14.0","Ia","1","1","",""
"CSS140103:130555+112833","2014/01/03","18.6","","13:05:54.94","+11:28:32.8","Ia","1","1","",""
"CSS140104:002811-041606","2014/01/04","19.4","","00:28:10.90","-04:16:06.2","Ia","1","1","",""
"CSS140128:082352+043655","2014/01/28","17.9","","08:23:52.31","+04:36:55.0","Ia","1","1","",""
"CSS140128:100158+255444","2014/01/28","19.6","","10:01:57.63","+25:54:44.0","Ia","1","1","",""
"CSS140128:110457+300122","2014/01/13","16.2","MCG +05-26-47","11:04:57.10","+30:01:22.0","Ia","1","1","",""
"CSS140204:092250+292926","2014/02/04","18.1","","09:22:49.75","+29:29:25.7","Ia","1","1","",""
"CSS140305:104323+013442","2014/03/05","18.9","","10:43:23.11,10:43:23.10","+01:34:42.2,+01:34:42.4","Ia","1","1","",""
"CSS140309:103126-155700","2014/03/09","18.6","","10:31:25.62","-15:57:00.2","Ia","1","1","",""
"CSS140424:123226+154840","2014/04/24","18.6","","12:32:25.66,12:32:25.67","+15:48:39.5,+15:48:39.6","Ia","1","1","",""
"CSS140426:171938-010130","2014/04/26","17.3","","17:19:38.28","-01:01:30.0","Ia","1","1","",""
"CSS140427:222246+192845","2014/04/27","18.1","","22:22:46.07","+19:28:45.4,+19:28:45.5","Ia","1","1","",""
"CSS140501:170414+174839","2014/05/01","18.7","","17:04:13.69","+17:48:39.4,+17:48:39.5","Ia","1","1","",""
"CSS140609:173103+203632","2014/06/09","17.6","","17:31:03.15,17:31:03","+20:36:32.2,+20:36:32","Ia","1","1","",""
"CSS140628:164427+285658","2014/06/28","17","","16:44:27.0,16:44:27.40,16:44:27","+28:56:58,+28:56:57.8","Ia","1","1","",""
"CSS141021:030330-053334","2014/10/21","18.2","","03:03:30.43","-05:33:33.9,-05:33:33.10","Ia","1","1","",""
"CSS141123:091002+521856","2014/11/23","17.2","","09:10:01.86,09:10:01.81","+52:18:56.2,+52:18:56.4","Ia","1","1","",""
"iPTF13acq","2013/03/31","19.4","","10:00:46.20","+02:33:04.5","Ia","1","1","",""
"iPTF13adg","2013/03/31","19.7","","12:34:39.95","+16:42:39.9","Ia","1","1","",""
"iPTF13adm","2013/04/03","19.8","","14:07:41.54","+60:03:18.9","Ia","1","1","",""
"iPTF13ads","2013/04/03","20.9","","13:01:26.09","+41:43:53.4","Ia","1","1","",""
"iPTF13adv","2013/04/03","19.8","","15:08:52.64","+01:08:43.1","Ia","1","1","",""
"iPTF13adw","2013/04/03","19.3","","14:21:01.12","+50:15:00.3","Ia","1","1","",""
"iPTF13aeo","2013/04/04","20.7","","09:50:46.17","+03:01:12.3","Ia","1","1","",""
"iPTF13aep","2013/04/04","19.7","","11:47:20.85","+19:35:31.9","Ia","1","1","",""
"iPTF13agl","2013/04/04","18","","14:42:51.58","+08:45:29.0","Ia","1","1","",""
"iPTF13aia","2013/04/05","19.3","","12:31:53.24","+09:12:19.2","Ia","1","1","",""
"iPTF13aic","2013/04/05","20.4","","10:50:30.62","+11:37:22.3","Ia","1","1","",""
"iPTF13aie","2013/04/05","20.2","","12:13:27.74","+02:12:08.7","Ia","1","1","",""
"iPTF13aif","2013/04/05","20.2","","12:09:14.21","+14:01:18.9","Ia","1","1","",""
"iPTF13aij","2013/04/05","20.5","","12:08:46.26","+39:53:25.6","Ia","1","1","",""
"iPTF13ajv","2013/04/08","19.5","","13:31:07.11","+19:28:37.8","Ia","1","1","",""
"iPTF13akb","2013/04/08","20.6","","13:21:15.77","+29:32:52.8","Ia","1","1","",""
"iPTF13akc","2013/04/10","18.3","","07:32:56.34","+64:54:40.2","Ia","1","1","",""
"iPTF13akl","2013/04/10","19.9","","15:09:35.58","+57:37:29.5","Ia","1","1","",""
"iPTF13alc","2013/04/11","20.1","","07:55:56.40","+64:32:37.6","Ia","1","1","",""
"iPTF13alo","2013/04/12","19.9","","13:32:41.75","+30:26:34.8","Ia","1","1","",""
"iPTF13byy","2013/07/13","20.9","","16:35:41.07","+37:25:12.8","Ia","1","1","",""
"iPTF13byz","2013/07/12","20.2","","16:12:20.50","+16:29:16.3","Ia","1","1","",""
"iPTF13dkj","2013/09/12","17.4","CGCG 454-001","23:08:50.77","+20:04:08.7","Ia","1","1","",""
"iPTF13dvp","2013/10/25","20.5","","01:06:54.41","+32:34:51.8","Ia","1","1","",""
"iPTF13dvq","2013/10/25","20.2","","02:17:57.25","+00:52:17.3","Ia","1","1","",""
"iPTF13dwk","2013/10/28","20.3","","23:51:42.55","+26:39:45.9","Ia","1","1","",""
"iPTF13dwl","2013/10/28","20.4","","21:16:49.05","+12:00:50.8","Ia","1","1","",""
"iPTF13dyt","2013/11/05","19.9","","05:01:48.26","+02:41:49.7","Ia","1","1","",""
"iPTF13dyu","2013/11/04","19.2","","03:09:26.96","+41:11:34.8","Ia","1","1","",""
"iPTF14avr","2014/05/09","19.3","","16:20:00.62","+38:24:02.8","Ia","1","1","",""
"iPTF14avu","2014/05/09","19.6","","16:35:33.37","+66:37:08.8","Ia","1","1","",""
"iPTF14awe","2014/05/08","17.3","PGC 2732472","17:21:45.92","+69:49:14.1","Ia","1","1","",""
"iPTF14axt","2014/05/12","18.2","","16:15:41.37","+31:45:14.9","Ia","1","1","",""
"iPTF14axv","2014/05/12","19.2","","18:01:51.29","+67:02:27.4","Ia","1","1","",""
"iPTF14axy","2014/05/12","18.7","","18:50:03.04","+59:16:11.2","Ia","1","1","",""
"iPTF14azl","2014/05/18","18.3","","12:26:36.03","+10:50:44.8","Ia","1","1","",""
"iPTF14bbr","2014/05/25","18.2","","12:26:11.11","+07:40:04.9","Ia","1","1","",""
"iPTF14bce","2014/05/25","20.4","","16:08:19.35","+29:41:47.5","Ia","1","1","",""
"iPTF14bcu","2014/05/26","20.6","","12:26:07.93","+51:18:58.4","Ia","1","1","",""
"iPTF14bda","2014/05/26","21.1","","16:03:57.74","+05:00:37.3","Ia","1","1","",""
"iPTF14bdd","2014/05/26","19.9","","16:58:01.50","+36:23:45.2","Ia","1","1","",""
"iPTF14edf","2014/08/18","20.5","","17:23:23.27","+59:44:56.0","Ia","1","1","",""
"iPTF14efr","2014/08/21","17.9","","22:01:50.78","+22:01:55.8","Ia","1","1","",""
"iPTF14eje","2014/08/27","18.9","","23:13:10.35","+29:11:28.9","Ia","1","1","",""
"iPTF14evz","2014/09/10","19.2","","20:46:10.03","+00:23:02.3","Ia","1","1","",""
"iPTF14flj","2014/09/15","20.1","","21:39:20.15","+27:07:31.2","Ia Pec","1","1","",""
"iPTF14flt","2014/09/15","19.2","","00:57:19.79","+09:45:26.4","Ia","1","1","",""
"iPTF14fri","2014/09/17","19.4","","22:06:12.99","+15:32:10.9","Ia","1","1","",""
"iPTF14fva","2014/09/20","20.2","","23:56:22.00","+34:08:03.2","Ia","1","1","",""
"iPTF14fww","2014/09/22","19.7","","00:41:18.29","+15:26:17.4","Ia","1","1","",""
"iPTF14fyn","2014/09/22","20.5","","01:30:54.41","+44:01:20.6","Ia","1","1","",""
"iPTF14fyq","2014/09/22","18.6","","00:03:21.72","+43:41:10.6","Ia","1","1","",""
"iPTF14fyx","2014/09/22","19.9","","23:54:04.87","+46:02:48.9","Ia","1","1","",""
"iPTF14fzd","2014/09/23","20.4","","00:54:40.93","+06:29:32.8","Ia?","1","1","",""
"iPTF14gbp","2014/09/24","20","","01:18:29.79","+41:20:07.8","Ia?","1","1","",""
"iPTF14gdr","2014/09/26","19.4","","00:27:58.35","-05:12:59.5","Ia","1","1","",""
"iPTF14ghj","2014/10/01","20.9","","23:07:31.64","+24:58:44.3","Ia","1","1","",""
"iPTF14gjh","2014/10/04","21.4","","00:19:56.37","+36:45:21.5","Ia","1","1","",""
"iPTF14gjm","2014/10/04","20.4","","02:07:51.02","+36:43:24.7","Ia","1","1","",""
"iPTF14gmo","2014/10/10","18.2","PGC 2171875","02:21:18.32,02:21:18.35","+40:51:15.8,+40:51:15.9","Ia","1","1","",""
"iPTF14gnk","2014/10/12","18.9","","22:21:35.58","+27:25:03.3","Ia","1","1","",""
"iPTF14gnn","2014/10/12","18.3","","00:07:19.50","+31:52:42.4","Ia","1","1","",""
"iPTF14gnw","2014/10/12","20.8","","21:36:03.73","+17:15:47.2","Ia","1","1","",""
"iPTF14gnz","2014/10/13","20.6","","21:44:56.59","+22:39:29.9","Ia","1","1","",""
"iPTF14goa","2014/10/13","20.4","","21:08:27.07","+24:35:24.9","Ia","1","1","",""
"iPTF14gtb","2014/10/19","21.2","","00:23:32.61","-56:54:12.9","Ia","1","1","",""
"iPTF14gtp","2014/10/19","20.6","","01:24:12.75","+39:40:13.2","Ia","1","1","",""
"iPTF14guz","2014/10/20","20.9","","00:30:59.90","+39:02:13.2","Ia","1","1","",""
"iPTF14gwh","2014/10/21","21","","23:49:23.01","+39:18:02.9","Ia","1","1","",""
"iPTF14gwp","2014/10/21","21.1","","01:13:40.15","+45:00:39.4","Ia","1","1","",""
"iPTF14gxf","2014/10/21","20.6","","03:00:40.63","+36:19:53.7","Ia","1","1","",""
"iPTF14hup","2014/11/18","18.5","","01:56:56.33","+41:22:31.5","Ia","1","1","",""
"iPTF14hvh","2014/11/23","16.1","UGC 5691","10:29:27.99","+22:00:46.8","Ia","1","2","",""
"iPTF14hvs","2014/11/19","20","","10:26:05.29","+18:34:08.6","Ia","1","1","",""
"iPTF14ibo","2014/11/20","18.7","","23:04:59.31","+17:29:09.5","Ia","1","1","",""
"iPTF14igh","2014/11/21","19.3","","12:35:50.40","+54:54:06.3","Ia","1","1","",""
"iPTF14igi","2014/11/21","20","","08:21:34.69","+38:50:42.1","Ia","1","1","",""
"iPTF14igj","2014/11/21","19.5","","08:55:54.67","+31:08:35.3","Ia","1","1","",""
"iPTF14igk","2014/11/21","17.6","","13:09:15.17","+59:20:56.8","Ia","1","1","",""
"iPTF14iit","2014/11/26","19.6","","02:38:56.24","+23:52:07.6","Ia","1","1","",""
"LSQ12bgl","2012/03/17","18.8","","10:47:46.740,10:47:46.74","-06:04:20.64","Ia","1","1","",""
"LSQ12bia","2012/03/19","18.3","","10:28:33.790,10:28:33.79","-10:34:41.52","Ia","1","1","",""
"LSQ12bjm","2012/03/21","16.9","","14:07:53.88","-12:46:16.7","Ia Pec","1","1","",""
"LSQ12bjw","2012/03/22","19.9","","14:12:28.73","-16:35:33.4","Ia","1","1","",""
"LSQ12bmn","2012/03/30","18.1","","14:27:11.30","+18:35:24.4","Ia","1","1","",""
"LSQ12bnb","2012/03/31","19","","11:48:27.79","-02:27:46.0,-02:27:46.1","Ia","1","1","",""
"LSQ12bnt","2012/04/01","19.2","","12:51:32.230,12:51:32.23","+04:01:25.68","Ia","1","1","",""
"LSQ12bov","2012/03/31","19","","13:57:10.44","+16:17:07.8","Ia","1","1","",""
"LSQ12bpc","2012/03/31","18.5","","14:48:53.50","+15:36:53.3","Ia Pec","1","1","",""
"LSQ12bpg","2012/03/31","18.2","","15:07:32.00,15:07:31.610,15:07:31.61","+20:33:00.0,+20:33:00.36","Ia","1","3","",""
"LSQ12bpo","2012/04/02","19.4","","11:23:34.49","-12:23:58.9,-12:23:58.92","Ia","1","1","",""
"LSQ12bpr","2012/04/02","19.8","","15:47:21.480,15:47:21.48","-03:32:36.92","Ia","1","1","",""
"LSQ12bpy","2012/03/29","19","","13:36:40.370,13:36:40.37","-21:51:15.48","Ia","1","4","",""
"LSQ12brb","2012/04/04","17.9","","14:14:52.870,14:14:52.87","+20:09:06.48","Ia","1","1","",""
"LSQ12brs","2012/04/06","17.7","","13:51:17.40","-11:55:25.3","Ia","1","1","",""
"LSQ12brw","2012/04/07","17.5","","10:20:43.380,10:20:43.38","-04:33:20.88","Ia","1","1","",""
"LSQ12brx","2012/04/07","17.6","","10:17:59.900,10:17:59.90","-05:36:10.80","Ia","1","1","",""
"LSQ12bve","2012/04/15","18.8","","12:40:58.32","-05:21:49.0","Ia","1","1","",""
"LSQ12bvl","2012/04/15","18.1","","14:13:00.65","-05:48:12.2","Ia","1","1","",""
"LSQ12bxp","2012/04/16","18.8","","15:32:16.25","-22:28:27.8","Ia","1","1","",""
"LSQ12bxu","2012/04/16","19.6","","14:27:24.55","-20:54:25.2","Ia","1","1","",""
"LSQ12bxv","2012/04/16","19.3","","14:27:15.55","-12:12:42.5","Ia","1","1","",""
"LSQ12byi","2012/04/17","19","","15:48:11.38","-03:35:57.5","Ia","1","1","",""
"LSQ12byu","2012/04/17","20.4","","12:16:05.88","+09:38:07.1","Ia Pec","1","5","",""
"LSQ12bzs","2012/04/18","19.3","","15:13:40.78","-19:26:54.6","Ia Pec","1","1","",""
"LSQ12bzz","2012/04/19","19.6","","10:35:18.70","-04:26:04.2","Ia Pec","1","1","",""
"LSQ12caf","2012/04/19","18.5","","16:18:24.36","-04:08:57.1","Ia Pec","1","1","",""
"LSQ12cbn","2012/04/19","20.5","","14:48:00.55","+20:49:52.7","Ia Pec","1","1","",""
"LSQ12cbo","2012/04/19","19.1","","14:59:38.16","+21:19:04.8","Ia","1","1","",""
"LSQ12cby","2012/04/20","18.1","","13:38:14.78","-20:17:58.9","Ia","1","1","",""
"LSQ12cca","2012/04/20","19.1","","13:59:06.43","-14:35:46.0","Ia","1","1","",""
"LSQ12ccc","2012/04/20","18.8","","14:24:31.34","-10:35:21.8","Ia Pec","1","2","",""
"LSQ12cda","2012/04/21","19.5","","13:50:02.33","+09:37:47.3","Ia","1","1","",""
"LSQ12dbr","2012/06/22","15.8","","20:58:51.89,20:58:51.91","-02:58:27.1,-02:58:27.2","Ia","1","1","",""
"LSQ12dle","2012/07/10","18.5","","01:40:44.23","-25:15:53.6","Ia","1","1","",""
"LSQ12drz","2012/07/23","19.1","","16:48:17.42","+19:17:23.3","Ia","1","1","",""
"LSQ12dvj","2012/07/23","20","","01:53:13.58","-01:51:04.3","Ia Pec","1","1","",""
"LSQ12ecd","2012/07/22","19.5","","22:37:54.79","-21:07:46.2","Ia","1","2","",""
"LSQ12ecp","2012/07/30","18","","01:27:01.66","-17:21:55.8","Ia","1","1","",""
"LSQ12ege","2012/07/15","20.5","","16:50:51.89","+02:52:27.8","Ia","1","7","",""
"LSQ12ehh","2012/07/27","19.9","","16:27:12.38","+02:05:00.2","Ia","1","7","",""
"LSQ12eli","2012/08/10","18.7","","03:24:47.57","-06:51:49.3","Ia","1","1","",""
"LSQ12elj","2012/07/27","21","","02:04:08.40","-04:49:14.5","Ia","1","1","",""
"LSQ12elk","2012/08/10","20","","02:05:19.66","-05:58:20.3","Ia","1","1","",""
"LSQ12elt","2012/08/11","19.3","","20:11:07.15","-23:08:44.5","Ia","1","1","",""
"LSQ12ers","2012/08/29","18.1","","23:02:03.72","-22:52:31.8","Ia","1","1","",""
"LSQ12eve","2012/09/03","19.3","","21:53:16.61","-21:42:55.4","Ia","1","1","",""
"LSQ12evl","2012/09/05","20.4","","20:38:11.35","-20:54:24.5","Ia","1","1","",""
"LSQ12evo","2012/08/27","19.9","","21:10:05.63","-25:35:23.6","Ia","1","1","",""
"LSQ12ezm","2012/09/02","18.4","","22:17:26.79","-01:52:25.5","Ia","1","1","",""
"LSQ12ezs","2012/09/05","19.2","","20:42:13.82","-21:39:41.6","Ia","1","1","",""
"LSQ12fch","2012/09/16","20.2","","21:38:18.43","-04:00:22.8","Ia","1","1","",""
"LSQ12fiq","2012/10/10","19.7","","04:41:40.78","-09:53:34.4","Ia","1","1","",""
"LSQ12fli","2012/10/16","18.9","","04:31:04.18","-07:12:13.7","Ia","1","1","",""
"LSQ12fmd","2012/10/18","19","","03:39:46.92","-07:30:19.1","Ia","1","1","",""
"LSQ12ftd","2012/10/26","19","","04:16:58.69","-24:08:40.8","Ia","1","1","",""
"LSQ12fwt","2012/10/17","20.4","","03:36:11.23","-37:25:33.3","Ia","1","1","",""
"LSQ12fzr","2012/11/01","19.5","","03:16:43.03","-30:16:13.5","Ia","1","1","",""
"LSQ12ggq","2012/11/11","20.2","","04:37:42.94","-35:51:57.0","Ia","1","1","",""
"LSQ12gjc","2012/11/12","18.3","","03:30:40.99","-06:22:23.0","Ia","1","1","",""
"LSQ12gki","2012/11/03","19.9","","01:10:24.55","-22:28:32.8","Ia","1","1","",""
"LSQ12gkx","2012/11/14","21.3","","03:46:42.76","-26:21:24.3","Ia","1","1","",""
"LSQ12gwy","2012/12/01","15.4","","10:43:32.0","-13:17:20,-13:17:20.0","Ia","1","1","",""
"LSQ12hja","2012/12/08","19.6","","02:38:30.00,02:38:30.0","-21:18:32.2","Ia","1","1","",""
"LSQ12hjq","2012/12/09","19.2","","02:28:39.00,02:28:39.0","-11:38:21.5","Ia","1","1","",""
"LSQ12hle","2012/12/10","19.1","","04:04:25.00,04:04:25.0","-29:09:26.8","Ia","1","1","",""
"LSQ12hlz","2012/12/11","19.7","","04:57:38.0","-15:19:00,-15:19:00.0","Ia","1","1","",""
"LSQ12hnr","2012/12/15","19","","10:43:14.80","-08:46:41.0","Ia","1","2","",""
"LSQ12hon","2012/12/16","19.1","","03:51:34.40","-24:13:35.0","Ia","1","1","",""
"LSQ12hos","2012/12/09","19.6","","10:46:08.80","-03:21:33.5","Ia","1","1","",""
"LSQ12hxn","2012/12/24","17.6","","09:24:40.15","+22:26:03.0","Ia","1","1","",""
"LSQ12hxt","2012/12/12","21.3","","03:47:22.00","-31:12:01.5","Ia","1","1","",""
"LSQ13avk","2013/06/19","18.5","","22:55:19.31","-03:13:27.9","Ia","1","1","",""
"LSQ13ax","2013/01/03","19.8","","09:47:35.18","-07:24:30.0","Ia","1","1","",""
"LSQ13azx","2013/07/12","19.4","","16:54:58.72","+13:07:27.8","Ia","1","1","",""
"LSQ13bbh","2013/07/15","19.3","","22:23:08.51","-05:18:16.7","Ia","1","1","",""
"LSQ13bdk","2013/07/15","20.7","","22:44:00.31","+01:00:20.8","Ia","1","1","",""
"LSQ13beu","2013/07/15","20.1","","00:08:23.14","-20:52:15.3","Ia","1","1","",""
"LSQ13bfo","2013/07/21","17.4","","21:27:12.25","-30:03:38.5","Ia","1","1","",""
"LSQ13bgg","2013/07/25","17.8","","02:18:35.52","-25:45:19.5","Ia","1","1","",""
"LSQ13bhl","2013/07/29","19","","23:46:35.11","-36:45:30.4","Ia","1","1","",""
"LSQ13bic","2013/07/28","18.9","","22:11:54.30","+03:29:39.0","Ia","1","1","",""
"LSQ13bir","2013/07/27","19.1","","21:14:02.98","-31:19:23.4","Ia","1","1","",""
"LSQ13bjs","2013/08/07","18.4","","22:09:25.31","-01:38:52.8","Ia","1","1","",""
"LSQ13bll","2013/08/07","19.6","","21:06:36.94","-70:52:24.8","Ia","1","1","",""
"LSQ13bor","2013/08/11","19.9","","03:25:49.08","-19:18:10.5","Ia","1","1","",""
"LSQ13bpc","2013/08/12","18.6","","23:08:42.22","-38:07:17.1","Ia","1","1","",""
"LSQ13bpe","2013/08/12","19.3","","00:57:06.74","-37:15:31.7","Ia","1","1","",""
"LSQ13bsi","2013/08/14","19.6","","21:37:16.30","-27:06:31.7","Ia","1","1","",""
